gene_type	gene_name
misc_RNA	RN7SKP255
processed_pseudogene	CHORDC2P
protein_coding	EFCAB11
processed_pseudogene	RAB42P1
protein_coding	TDP1
protein_coding	KCNK13
processed_pseudogene	GLRXP2
protein_coding	PSMC1
protein_coding	NRDE2
lncRNA	ENSG00000287437
processed_pseudogene	RPL21P11
lncRNA	ENSG00000275198
protein_coding	CALM1
lncRNA	ENSG00000258424
lncRNA	LINC02317
lncRNA	LINC00642
lncRNA	ENSG00000259789
protein_coding	TTC7B
lncRNA	ENSG00000258935
lncRNA	ENSG00000259163
lncRNA	ENSG00000258437
lncRNA	ENSG00000258716
lncRNA	ENSG00000287663
processed_pseudogene	ENSG00000213315
lncRNA	LINC02321
protein_coding	RPS6KA5
protein_coding	DGLUCY
snRNA	RNU7-30P
snoRNA	SNORA11B
protein_coding	GPR68
lncRNA	ENSG00000258875
lncRNA	ENSG00000260810
lncRNA	ENSG00000286607
protein_coding	CCDC88C
lncRNA	CCDC88C-DT
processed_pseudogene	ENSG00000258446
protein_coding	PPP4R3A
unprocessed_pseudogene	ENSG00000278342
TEC	ENSG00000279286
protein_coding	CATSPERB
transcribed_processed_pseudogene	POLR3GP1
transcribed_processed_pseudogene	NANOGP7
processed_pseudogene	ENSG00000258962
lncRNA	ENSG00000260711
protein_coding	TC2N
protein_coding	FBLN5
protein_coding	TRIP11
processed_pseudogene	ENSG00000259020
protein_coding	ATXN3
protein_coding	NDUFB1
protein_coding	CPSF2
lncRNA	ENSG00000258481
snRNA	RNU6-366P
lncRNA	ENSG00000286630
protein_coding	SLC24A4
protein_coding	RIN3
protein_coding	LGMN
protein_coding	GOLGA5
lncRNA	LINC02833
lncRNA	LINC02287
protein_coding	CHGA
protein_coding	ITPK1
lncRNA	ITPK1-AS1
processed_pseudogene	CYB5AP3
protein_coding	MOAP1
protein_coding	TMEM251
protein_coding	ENSG00000259066
protein_coding	GON7
protein_coding	UBR7
processed_pseudogene	ENSG00000240096
protein_coding	BTBD7
processed_pseudogene	ENSG00000241499
protein_coding	UNC79
lncRNA	ENSG00000278396
protein_coding	COX8C
snRNA	RNU6-1258P
misc_RNA	ENSG00000277826
protein_coding	PRIMA1
TEC	ENSG00000279593
lncRNA	FAM181A-AS1
protein_coding	FAM181A
protein_coding	ASB2
lncRNA	ENSG00000258987
miRNA	MIR4506
protein_coding	CCDC197
protein_coding	OTUB2
protein_coding	DDX24
protein_coding	IFI27L1
protein_coding	IFI27
protein_coding	IFI27L2
protein_coding	PPP4R4
protein_coding	SERPINA10
protein_coding	SERPINA6
polymorphic_pseudogene	SERPINA2
protein_coding	SERPINA1
lncRNA	ENSG00000289541
lncRNA	ENSG00000256357
protein_coding	SERPINA11
protein_coding	SERPINA9
protein_coding	SERPINA12
lncRNA	ENSG00000287668
protein_coding	SERPINA4
protein_coding	SERPINA5
protein_coding	ENSG00000273259
lncRNA	ENSG00000288028
protein_coding	SERPINA3
processed_pseudogene	ADIPOR1P2
transcribed_unprocessed_pseudogene	SERPINA13P
processed_pseudogene	ENSG00000259140
processed_pseudogene	RPSAP4
protein_coding	GSC
lncRNA	ENSG00000285205
processed_pseudogene	RPL15P2
lncRNA	ENSG00000274379
lncRNA	LINC02279
lncRNA	ENSG00000258866
protein_coding	DICER1
miRNA	MIR3173
lncRNA	DICER1-AS1
protein_coding	CLMN
lncRNA	ENSG00000259143
unprocessed_pseudogene	ENSG00000258615
unprocessed_pseudogene	ENSG00000287111
lncRNA	LINC02292
protein_coding	SYNE3
lncRNA	ENSG00000258572
lncRNA	SNHG10
scaRNA	SCARNA13
protein_coding	GLRX5
lncRNA	LINC02318
lncRNA	ENSG00000258927
lncRNA	ENSG00000270038
lncRNA	TCL6
misc_RNA	ENSG00000275033
lncRNA	ENSG00000259084
misc_RNA	ENSG00000277468
protein_coding	TCL1B
protein_coding	TCL1A
lncRNA	ENSG00000257275
lncRNA	ENSG00000258516
protein_coding	TUNAR
processed_pseudogene	ENSG00000271358
protein_coding	C14orf132
protein_coding	BDKRB2
protein_coding	ENSG00000258691
lncRNA	ENSG00000258412
processed_pseudogene	CKS1BP1
lncRNA	ENSG00000259036
protein_coding	BDKRB1
lncRNA	ENSG00000258793
lncRNA	ENSG00000258729
protein_coding	ATG2B
protein_coding	GSKIP
snRNA	RNU2-33P
protein_coding	AK7
processed_pseudogene	PEBP1P1
processed_pseudogene	RPL23AP10
lncRNA	PAPOLA-DT
protein_coding	PAPOLA
lncRNA	ENSG00000258702
misc_RNA	RN7SKP108
lncRNA	ENSG00000287350
lncRNA	LINC02299
lncRNA	ENSG00000287772
protein_coding	VRK1
TEC	ENSG00000280070
lncRNA	ENSG00000288034
lncRNA	ENSG00000259026
lncRNA	ENSG00000258393
lncRNA	LINC02304
lncRNA	ENSG00000285584
lncRNA	LINC02325
lncRNA	LINC02291
lncRNA	ENSG00000287501
lncRNA	LINC02312
lncRNA	ENSG00000258379
lncRNA	LINC01550
lncRNA	ENSG00000259097
lncRNA	LINC02295
misc_RNA	RN7SL714P
lncRNA	ENSG00000258795
lncRNA	LINC02914
lncRNA	ENSG00000237342
TEC	ENSG00000278990
lncRNA	ENSG00000259119
processed_pseudogene	RPL3P4
processed_pseudogene	ENSG00000234648
lncRNA	ENSG00000287991
lncRNA	ENSG00000229402
protein_coding	BCL11B
lncRNA	ENSG00000235785
lncRNA	ENSG00000289137
lncRNA	ENSG00000258383
protein_coding	SETD3
snRNA	RNU6-91P
protein_coding	CCNK
protein_coding	CCDC85C
lncRNA	ENSG00000258749
lncRNA	ENSG00000247970
protein_coding	HHIPL1
protein_coding	CYP46A1
lncRNA	ENSG00000258672
protein_coding	EML1
snRNA	RNU1-47P
processed_pseudogene	VDAC3P1
protein_coding	EVL
processed_pseudogene	ENSG00000242888
lncRNA	ENSG00000258693
lncRNA	ENSG00000258560
miRNA	MIR151B
miRNA	MIR342
protein_coding	DEGS2
lncRNA	ENSG00000258982
protein_coding	YY1
lncRNA	ENSG00000258904
miRNA	MIR6764
lncRNA	ENSG00000259052
protein_coding	SLC25A29
lncRNA	ENSG00000258504
miRNA	MIR345
misc_RNA	RN7SL523P
protein_coding	SLC25A47
lncRNA	ENSG00000258666
protein_coding	WARS1
lncRNA	ENSG00000258521
processed_pseudogene	ENSG00000258581
protein_coding	WDR25
lncRNA	ENSG00000258620
transcribed_processed_pseudogene	ENSG00000258500
misc_RNA	RN7SKP92
protein_coding	BEGAIN
lncRNA	ENSG00000259031
lncRNA	ENSG00000258576
lncRNA	LINC00523
lncRNA	ENSG00000258717
lncRNA	ENSG00000289278
protein_coding	DLK1
lncRNA	MEG3
miRNA	MIR2392
misc_RNA	ENSG00000275161
misc_RNA	ENSG00000274884
misc_RNA	ENSG00000276919
lncRNA	ENSG00000258663
lncRNA	ENSG00000258399
miRNA	MIR770
miRNA	MIR493
miRNA	MIR337
miRNA	MIR665
protein_coding	RTL1
miRNA	MIR431
miRNA	MIR433
miRNA	MIR127
miRNA	MIR432
miRNA	MIR136
lncRNA	MEG8
misc_RNA	ENSG00000276225
snoRNA	SNORD112
misc_RNA	ENSG00000275134
miRNA	MIR370
snoRNA	SNORD113-1
snoRNA	SNORD113-2
snoRNA	SNORD113-3
snoRNA	SNORD113-4
snoRNA	SNORD113-5
snoRNA	SNORD113-6
snoRNA	SNORD113-7
snoRNA	SNORD113-8
snoRNA	SNORD113-9
snoRNA	SNORD114-1
snoRNA	SNORD114-2
snoRNA	SNORD114-3
snoRNA	SNORD114-4
snoRNA	SNORD114-5
snoRNA	ENSG00000200150
snoRNA	SNORD114-6
snoRNA	SNORD114-7
snoRNA	SNORD114-9
snoRNA	SNORD114-10
snoRNA	SNORD114-11
snoRNA	SNORD114-12
snoRNA	SNORD114-13
snoRNA	SNORD114-14
snoRNA	SNORD114-15
snoRNA	SNORD114-16
snoRNA	SNORD114-17
snoRNA	SNORD114-18
snoRNA	SNORD114-19
snoRNA	ENSG00000201500
snoRNA	ENSG00000201036
snoRNA	ENSG00000201710
snoRNA	SNORD114-20
snoRNA	SNORD114-21
snoRNA	SNORD114-22
snoRNA	SNORD114-23
snoRNA	SNORD114-24
snoRNA	SNORD114-25
snoRNA	SNORD114-26
snoRNA	SNORD114-27
snoRNA	SNORD114-28
snoRNA	SNORD114-29
snoRNA	SNORD114-30
snoRNA	SNORD114-31
snoRNA	ENSG00000222095
snoRNA	ENSG00000222185
miRNA	MIR379
miRNA	MIR411
miRNA	MIR299
miRNA	MIR380
miRNA	MIR1197
miRNA	MIR323A
miRNA	MIR758
miRNA	MIR329-1
miRNA	MIR329-2
miRNA	MIR494
miRNA	MIR1193
miRNA	MIR543
miRNA	MIR495
miRNA	MIR376C
miRNA	MIR376A2
miRNA	MIR654
miRNA	MIR376B
miRNA	MIR376A1
miRNA	MIR300
miRNA	MIR1185-1
miRNA	MIR1185-2
lncRNA	MIR381HG
miRNA	MIR381
miRNA	MIR487B
miRNA	MIR539
miRNA	MIR889
miRNA	MIR544A
miRNA	MIR655
miRNA	MIR487A
miRNA	MIR382
miRNA	MIR134
miRNA	MIR668
miRNA	MIR485
miRNA	MIR323B
miRNA	MIR154
miRNA	MIR496
miRNA	MIR377
miRNA	MIR541
miRNA	MIR409
miRNA	MIR412
miRNA	MIR369
miRNA	MIR410
miRNA	MIR656
lncRNA	MEG9
lncRNA	ENSG00000230805
lncRNA	ENSG00000288302
lncRNA	LINC02285
lncRNA	ENSG00000286551
lncRNA	ENSG00000288252
lncRNA	ENSG00000288245
processed_pseudogene	ENSG00000258681
lncRNA	ENSG00000258497
lncRNA	ENSG00000258460
lncRNA	LINC00524
lncRNA	LINC02314
lncRNA	ENSG00000259166
lncRNA	DIO3OS
miRNA	MIR1247
protein_coding	DIO3
lncRNA	ENSG00000258919
lncRNA	LINC02320
processed_pseudogene	ENSG00000241494
lncRNA	LINC00239
lncRNA	ENSG00000289049
protein_coding	PPP2R5C
lncRNA	ENSG00000259088
snRNA	RNU6-790P
lncRNA	ENSG00000256705
processed_pseudogene	NPM1P20
lncRNA	ENSG00000289482
lncRNA	ENSG00000271780
lncRNA	ENSG00000272444
protein_coding	DYNC1H1
processed_pseudogene	ENSG00000259013
transcribed_unitary_pseudogene	ENSG00000258959
misc_RNA	RN7SL472P
protein_coding	HSP90AA1
protein_coding	WDR20
protein_coding	MOK
protein_coding	ZNF839
protein_coding	CINP
protein_coding	TECPR2
snRNA	RNU6-244P
protein_coding	ANKRD9
miRNA	MIR4309
lncRNA	LINC02323
misc_RNA	RN7SL546P
protein_coding	RCOR1
processed_pseudogene	RPL23AP11
lncRNA	ENSG00000259508
protein_coding	TRAF3
snRNA	RNU6-1316P
protein_coding	AMN
protein_coding	CDC42BPB
lncRNA	ENSG00000259515
processed_pseudogene	RPL13P6
lncRNA	ENSG00000289207
protein_coding	LBHD2
protein_coding	EXOC3L4
lncRNA	ENSG00000288610
lncRNA	LINC00677
protein_coding	TNFAIP2
transcribed_processed_pseudogene	NDUFB4P11
processed_pseudogene	RPL21P12
processed_pseudogene	GCSHP2
lncRNA	LINC00605
processed_pseudogene	ENSG00000270705
lncRNA	ENSG00000278071
processed_pseudogene	RPL21P13
transcribed_processed_pseudogene	RAP2CP1
processed_pseudogene	ENSG00000240624
lncRNA	ENSG00000259775
protein_coding	EIF5
snoRNA	SNORA28
processed_pseudogene	HMGB3P26
processed_pseudogene	RPSAP5
protein_coding	MARK3
processed_pseudogene	RPL10AP1
protein_coding	CKB
lncRNA	ENSG00000260285
protein_coding	TRMT61A
snRNA	RNU7-160P
lncRNA	ENSG00000258851
protein_coding	BAG5
protein_coding	KLC1
protein_coding	COA8
protein_coding	ENSG00000256500
snRNA	RNU4-68P
lncRNA	ENSG00000246451
lncRNA	ENSG00000270108
lncRNA	ENSG00000269910
lncRNA	ENSG00000269940
lncRNA	ENSG00000269958
protein_coding	XRCC3
protein_coding	ZFYVE21
protein_coding	PPP1R13B
transcribed_processed_pseudogene	ENSG00000270591
snoRNA	ENSG00000202275
lncRNA	PPP1R13B-DT
lncRNA	ENSG00000258534
lncRNA	ENSG00000287346
protein_coding	ATP5MJ
protein_coding	TDRD9
protein_coding	RD3L
misc_RNA	RN7SL634P
protein_coding	ASPG
miRNA	MIR203A
miRNA	MIR203B
lncRNA	KIF26A-DT
protein_coding	KIF26A
lncRNA	LINC02691
lncRNA	ENSG00000288459
lncRNA	ENSG00000258598
snRNA	RNU6-684P
processed_pseudogene	CEND1P1
protein_coding	TMEM179
protein_coding	C14orf180
lncRNA	ENSG00000259037
lncRNA	ENSG00000258736
lncRNA	LINC02280
miRNA	MIR4710
protein_coding	INF2
lncRNA	ENSG00000258858
protein_coding	ADSS1
protein_coding	SIVA1
lncRNA	ENSG00000258430
protein_coding	AKT1
protein_coding	ZBTB42
TEC	ENSG00000279140
lncRNA	LINC00638
processed_pseudogene	RPS26P49
processed_pseudogene	RPS2P4
lncRNA	ENSG00000258811
lncRNA	ENSG00000258593
protein_coding	CEP170B
lncRNA	ENSG00000259067
protein_coding	PLD4
protein_coding	AHNAK2
protein_coding	CLBA1
protein_coding	CDCA4
protein_coding	GPR132
lncRNA	LINC02298
lncRNA	ENSG00000286636
TEC	ENSG00000280244
unprocessed_pseudogene	ENSG00000258154
lncRNA	ENSG00000287459
protein_coding	JAG2
miRNA	MIR6765
lncRNA	ENSG00000257622
protein_coding	NUDT14
protein_coding	BRF1
protein_coding	BTBD6
protein_coding	PACS2
TEC	ENSG00000279495
processed_pseudogene	RPS20P33
protein_coding	TEX22
lncRNA	ENSG00000251602
protein_coding	MTA1
lncRNA	ENSG00000257270
protein_coding	CRIP2
protein_coding	CRIP1
protein_coding	ENSG00000257341
protein_coding	TEDC1
protein_coding	TMEM121
processed_pseudogene	ATP5MC1P1
unprocessed_pseudogene	ELK2BP
IG_C_gene	IGHA2
IG_C_gene	IGHE
IG_C_gene	IGHG4
miRNA	MIR8071-1
IG_C_gene	IGHG2
miRNA	MIR8071-2
lncRNA	COPDA1
IG_C_pseudogene	IGHGP
processed_pseudogene	ELK2AP
IG_C_gene	IGHA1
IG_C_pseudogene	IGHEP1
IG_C_gene	IGHG1
IG_C_gene	IGHG3
processed_pseudogene	ATP6V1G1P1
IG_C_gene	IGHD
IG_C_gene	IGHM
miRNA	MIR4539
miRNA	MIR4507
miRNA	MIR4538
miRNA	MIR4537
IG_J_gene	IGHJ6
IG_J_pseudogene	IGHJ3P
IG_J_gene	IGHJ5
IG_J_gene	IGHJ4
IG_J_gene	IGHJ3
IG_J_pseudogene	IGHJ2P
IG_J_gene	IGHJ2
IG_J_gene	IGHJ1
IG_D_gene	IGHD7-27
IG_J_pseudogene	IGHJ1P
lncRNA	ENSG00000289536
lncRNA	FAM30A
IG_D_gene	IGHD1-26
IG_D_gene	IGHD6-25
IG_D_gene	IGHD5-24
IG_D_gene	IGHD4-23
IG_D_gene	IGHD3-22
IG_D_gene	IGHD2-21
lncRNA	ENSG00000244620
IG_D_gene	IGHD1-20
IG_D_gene	IGHD6-19
IG_D_gene	IGHD5-18
IG_D_gene	IGHD4-17
IG_D_gene	IGHD3-16
IG_D_gene	IGHD2-15
IG_D_gene	IGHD1-14
IG_D_gene	IGHD6-13
IG_D_gene	IGHD5-12
IG_D_gene	IGHD4-11
IG_D_gene	IGHD3-10
IG_D_gene	IGHD3-9
lncRNA	ENSG00000288730
IG_D_gene	IGHD2-8
IG_D_gene	IGHD1-7
IG_D_gene	IGHD6-6
IG_D_gene	IGHD5-5
IG_D_gene	IGHD4-4
IG_D_gene	IGHD3-3
IG_D_gene	IGHD2-2
IG_D_gene	IGHD1-1
IG_V_gene	IGHV6-1
IG_V_pseudogene	IGHVII-1-1
transcribed_unprocessed_pseudogene	ADAM6
processed_pseudogene	ENSG00000225200
IG_V_gene	IGHV1-2
IG_V_pseudogene	IGHVIII-2-1
IG_V_gene	IGHV1-3
IG_V_gene	IGHV4-4
IG_V_gene	IGHV7-4-1
IG_V_gene	IGHV2-5
IG_V_pseudogene	IGHVIII-5-1
IG_V_pseudogene	IGHVIII-5-2
IG_V_pseudogene	IGHV3-6
IG_V_gene	IGHV3-7
IG_V_gene	IGHV3-64D
IG_V_gene	IGHV5-10-1
IG_V_gene	IGHV3-11
IG_V_pseudogene	IGHVIII-11-1
IG_V_pseudogene	IGHV1-12
IG_V_gene	IGHV3-13
IG_V_pseudogene	IGHVIII-13-1
IG_V_pseudogene	IGHV1-14
IG_V_gene	IGHV3-15
IG_V_pseudogene	IGHVII-15-1
IG_V_gene	IGHV3-16
IG_V_pseudogene	IGHVIII-16-1
IG_V_pseudogene	IGHV1-17
processed_pseudogene	SLC20A1P2
IG_V_gene	IGHV1-18
IG_V_pseudogene	IGHV3-19
lncRNA	ENSG00000271201
IG_V_gene	IGHV3-20
lncRNA	ENSG00000289598
IG_V_gene	IGHV3-21
IG_V_pseudogene	IGHV3-22
IG_V_pseudogene	IGHVII-22-1
IG_V_pseudogene	IGHVIII-22-2
IG_V_gene	IGHV3-23
IG_V_gene	IGHV1-24
processed_pseudogene	HOMER2P2
lncRNA	LINC00226
IG_V_pseudogene	IGHV3-25
IG_V_pseudogene	IGHVIII-25-1
IG_V_gene	IGHV2-26
IG_V_pseudogene	IGHVIII-26-1
IG_V_pseudogene	IGHVII-26-2
IG_V_pseudogene	IGHV7-27
IG_V_gene	IGHV4-28
IG_V_pseudogene	IGHVII-28-1
IG_V_pseudogene	IGHV3-32
IG_V_gene	IGHV3-30
IG_V_pseudogene	IGHVII-30-1
IG_V_pseudogene	IGHV3-30-2
IG_V_gene	IGHV4-31
IG_V_pseudogene	IGHVII-30-21
IG_V_pseudogene	IGHV3-29
IG_V_gene	IGHV3-33
IG_V_pseudogene	IGHVII-33-1
IG_V_pseudogene	IGHV3-33-2
IG_V_gene	IGHV4-34
IG_V_pseudogene	IGHV7-34-1
IG_V_gene	IGHV3-35
IG_V_pseudogene	IGHV3-36
IG_V_pseudogene	IGHV3-37
IG_V_gene	IGHV3-38
IG_V_pseudogene	IGHVIII-38-1
IG_V_gene	IGHV4-39
IG_V_pseudogene	IGHV7-40
unprocessed_pseudogene	ENSG00000228757
IG_V_pseudogene	IGHVII-40-1
IG_V_pseudogene	IGHV3-41
processed_pseudogene	HOMER2P1
IG_V_pseudogene	IGHV3-42
IG_V_gene	IGHV3-43
IG_V_pseudogene	IGHVII-43-1
IG_V_pseudogene	IGHVIII-44
IG_V_pseudogene	ENSG00000283464
lncRNA	LINC00221
IG_V_pseudogene	IGHVIV-44-1
IG_V_pseudogene	IGHVII-44-2
IG_V_gene	IGHV1-45
IG_V_gene	IGHV1-46
IG_V_pseudogene	IGHVII-46-1
IG_V_pseudogene	IGHV3-47
IG_V_pseudogene	IGHVIII-47-1
IG_V_gene	IGHV3-48
IG_V_gene	IGHV3-49
IG_V_pseudogene	IGHVII-49-1
IG_V_pseudogene	IGHV3-50
IG_V_gene	IGHV5-51
IG_V_gene	IGHV8-51-1
IG_V_pseudogene	IGHVII-51-2
IG_V_pseudogene	IGHV3-52
IG_V_gene	IGHV3-53
IG_V_pseudogene	IGHVII-53-1
IG_V_pseudogene	IGHV3-54
IG_V_pseudogene	IGHV4-55
IG_V_pseudogene	IGHV7-56
IG_V_pseudogene	IGHV3-57
IG_V_gene	IGHV1-58
IG_V_gene	IGHV4-59
IG_V_pseudogene	IGHV3-60
rRNA_pseudogene	RNA5SP389
IG_V_pseudogene	IGHVII-60-1
IG_V_gene	IGHV4-61
IG_V_pseudogene	IGHV3-62
IG_V_pseudogene	IGHVII-62-1
IG_V_pseudogene	IGHV3-63
IG_V_gene	IGHV3-64
IG_V_pseudogene	IGHV3-65
IG_V_pseudogene	IGHVII-65-1
IG_V_gene	IGHV3-66
IG_V_pseudogene	IGHV1-67
processed_pseudogene	SLC20A1P1
IG_V_pseudogene	IGHVII-67-1
IG_V_pseudogene	IGHVIII-67-2
IG_V_pseudogene	IGHVIII-67-3
IG_V_pseudogene	IGHVIII-67-4
IG_V_pseudogene	IGHV1-68
IG_V_gene	IGHV1-69
IG_V_gene	IGHV2-70D
IG_V_pseudogene	IGHV3-69-1
IG_V_gene	IGHV1-69-2
IG_pseudogene	ENSG00000283571
IG_V_gene	IGHV1-69D
IG_V_gene	IGHV2-70
IG_V_pseudogene	IGHV3-71
IG_V_gene	IGHV3-72
IG_V_gene	IGHV3-73
IG_V_gene	IGHV3-74
IG_V_pseudogene	IGHVII-74-1
IG_V_pseudogene	IGHV3-75
IG_V_pseudogene	IGHV3-76
IG_V_pseudogene	IGHVIII-76-1
miRNA	MIR5195
IG_V_pseudogene	IGHV5-78
IG_V_pseudogene	IGHVII-78-1
IG_V_pseudogene	IGHV3-79
IG_V_pseudogene	IGHV4-80
IG_V_gene	IGHV7-81
IG_V_pseudogene	IGHVIII-82
unprocessed_pseudogene	ENSG00000215567
snRNA	RNU6-978P
processed_pseudogene	ENSG00000258463
unprocessed_pseudogene	ENSG00000274347
IG_V_gene	IGHV1OR15-9
processed_pseudogene	SLC20A1P3
IG_V_pseudogene	IGHV1OR15-2
IG_V_gene	IGHV3OR15-7
IG_D_gene	IGHD5OR15-5A
IG_D_gene	IGHD4OR15-4A
IG_D_gene	IGHD3OR15-3A
IG_D_gene	IGHD2OR15-2A
IG_D_gene	IGHD1OR15-1A
unprocessed_pseudogene	FAM30B
processed_pseudogene	ENSG00000259769
processed_pseudogene	BCAR1P1
misc_RNA	RN7SL584P
lncRNA	ENSG00000258410
TEC	ENSG00000278935
unprocessed_pseudogene	BMS1P15
unprocessed_pseudogene	RHPN2P1
transcribed_unprocessed_pseudogene	CHEK2P2
lncRNA	ENSG00000287122
lncRNA	ENSG00000258654
transcribed_unprocessed_pseudogene	HERC2P3
unprocessed_pseudogene	ENSG00000258488
protein_coding	GOLGA6L6
unprocessed_pseudogene	MPHOSPH10P4
unprocessed_pseudogene	GOLGA8CP
misc_RNA	RN7SL759P
unprocessed_pseudogene	SPATA31E2P
processed_pseudogene	ENSG00000258707
IG_V_pseudogene	IGHV1OR15-6
lncRNA	ENSG00000278626
transcribed_unprocessed_pseudogene	NBEAP1
TEC	ENSG00000279628
lncRNA	ENSG00000260409
snRNA	RNU6-498P
lncRNA	ENSG00000259383
lncRNA	ENSG00000259443
processed_pseudogene	LONRF2P3
transcribed_processed_pseudogene	ENSG00000274499
unprocessed_pseudogene	GRAMD4P5
processed_pseudogene	ENSG00000259214
miRNA	MIR3118-2
protein_coding	POTEB2
snRNA	RNU6-749P
processed_pseudogene	ENSG00000261048
processed_pseudogene	ENSG00000261554
processed_pseudogene	ZNF519P2
unprocessed_pseudogene	NF1P1
miRNA	MIR5701-1
lncRNA	LINC01193
unprocessed_pseudogene	OR11J2P
unprocessed_pseudogene	OR11J5P
IG_D_gene	IGHD5OR15-5B
IG_D_gene	IGHD4OR15-4B
IG_D_gene	IGHD3OR15-3B
IG_D_gene	IGHD2OR15-2B
IG_D_gene	IGHD1OR15-1B
unprocessed_pseudogene	FAM30C
processed_pseudogene	ENSG00000259025
processed_pseudogene	BCAR1P2
misc_RNA	RN7SL400P
lncRNA	ENSG00000260986
TEC	ENSG00000279595
unprocessed_pseudogene	BMS1P16
unprocessed_pseudogene	NBEAP4
processed_pseudogene	ENSG00000237161
lncRNA	ENSG00000247765
snRNA	RNU6-1235P
lncRNA	ENSG00000280881
lncRNA	ENSG00000280703
processed_pseudogene	LONRF2P4
lncRNA	ENSG00000268531
processed_pseudogene	CXADRP2
processed_pseudogene	ENSG00000258767
processed_pseudogene	GRAMD4P6
protein_coding	POTEB3
miRNA	MIR3118-3
transcribed_unprocessed_pseudogene	NF1P9
miRNA	MIR5701-2
lncRNA	ENSG00000287345
unprocessed_pseudogene	ENSG00000284834
unprocessed_pseudogene	ENSG00000284788
protein_coding	LINC02203
lncRNA	LINC02203
unprocessed_pseudogene	ENSG00000279639
unprocessed_pseudogene	OR11K1BP
transcribed_unprocessed_pseudogene	OR1Q1BP
unprocessed_pseudogene	OR4H6BP
protein_coding	OR4M2B
protein_coding	OR4N4C
unprocessed_pseudogene	OR4N3BP
lncRNA	ENSG00000281113
processed_pseudogene	ENSG00000281087
IG_V_gene	ENSG00000281179
IG_V_pseudogene	ENSG00000281550
IG_V_gene	ENSG00000278263
IG_V_pseudogene	ENSG00000280655
miRNA	MIR3118-4
protein_coding	POTEB
snRNA	RNU6-631P
unprocessed_pseudogene	ZNF519P3
unprocessed_pseudogene	NF1P2
miRNA	MIR5701-3
unprocessed_pseudogene	OR11J7P
unprocessed_pseudogene	OR11J6P
lncRNA	ENSG00000284500
unprocessed_pseudogene	OR11H3P
protein_coding	ENSG00000285472
unprocessed_pseudogene	OR11K1P
transcribed_unprocessed_pseudogene	OR4Q1P
unprocessed_pseudogene	OR4H6P
protein_coding	OR4M2
protein_coding	OR4N4
transcribed_unprocessed_pseudogene	OR4N3P
lncRNA	ENSG00000260739
unprocessed_pseudogene	RPS8P10
IG_V_gene	IGHV1OR15-1
IG_V_pseudogene	IGHV1OR15-3
IG_V_gene	IGHV4OR15-8
IG_V_pseudogene	IGHV1OR15-4
unprocessed_pseudogene	ENSG00000271507
miRNA	MIR1268A
processed_pseudogene	ENSG00000259098
unprocessed_pseudogene	ENSG00000258732
unprocessed_pseudogene	ENSG00000274835
processed_pseudogene	ENSG00000273679
unprocessed_pseudogene	SPATA31E3P
transcribed_unprocessed_pseudogene	GOLGA8EP
misc_RNA	RN7SL545P
unprocessed_pseudogene	MPHOSPH10P9
protein_coding	GOLGA6L22
unprocessed_pseudogene	HERC2P7
transcribed_unprocessed_pseudogene	HERC2P2
transcribed_unprocessed_pseudogene	GOLGA8IP
misc_RNA	RN7SL495P
transcribed_unprocessed_pseudogene	WHAMMP3
processed_pseudogene	ENSG00000277435
unprocessed_pseudogene	ENSG00000283273
processed_pseudogene	ENSG00000277867
transcribed_unprocessed_pseudogene	PDCD6IPP1
processed_pseudogene	ENSG00000277755
lncRNA	ENSG00000274253
transcribed_unprocessed_pseudogene	ENSG00000259425
protein_coding	NIPA1
protein_coding	NIPA2
protein_coding	CYFIP1
protein_coding	TUBGCP5
transcribed_unprocessed_pseudogene	ELMO2P1
protein_coding	GOLGA6L1
unprocessed_pseudogene	MPHOSPH10P5
transcribed_unprocessed_pseudogene	GOLGA8DP
misc_RNA	RN7SL106P
processed_pseudogene	ABCB10P1
processed_pseudogene	ENSG00000278541
miRNA	MIR4509-1
unprocessed_pseudogene	ENSG00000278552
unprocessed_pseudogene	ENSG00000259414
transcribed_unprocessed_pseudogene	HERC2P7
protein_coding	ENSG00000273756
unprocessed_pseudogene	MPHOSPH10P6
protein_coding	GOLGA8S
misc_RNA	RN7SL536P
lncRNA	ENSG00000286598
unprocessed_pseudogene	HERC2P6
protein_coding	GOLGA6L2
miRNA	MIR4508
lncRNA	ENSG00000260978
protein_coding	MKRN3
protein_coding	MAGEL2
protein_coding	NDN
lncRNA	ENSG00000286973
snRNA	RNU6-741P
lncRNA	PWRN4
lncRNA	PWRN1
lncRNA	PWRN2
lncRNA	ENSG00000260780
lncRNA	ENSG00000260959
lncRNA	ENSG00000287888
lncRNA	ENSG00000286110
protein_coding	NPAP1
protein_coding	SNRPN
lncRNA	ENSG00000280118
processed_pseudogene	RPL5P1
processed_pseudogene	ENSG00000242088
protein_coding	SNURF
protein_coding	ENSG00000214265
lncRNA	SNHG14
snoRNA	SNORD107
TEC	PWAR5
snoRNA	SNORD64
snoRNA	SNORD108
lncRNA	ENSG00000257647
snoRNA	SNORD109A
snoRNA	SNORD116-1
snoRNA	SNORD116-2
snoRNA	SNORD116-3
snoRNA	SNORD116-4
snoRNA	SNORD116-5
snoRNA	SNORD116-6
snoRNA	SNORD116-7
snoRNA	SNORD116-8
snoRNA	SNORD116-9
snoRNA	SNORD116-10
