Geneid	/mnt/efs/clusterfcs/data/tfm-esther/procesado-2/duplicates_rm/PP084_sorted_q10_rmDup.bam
ENSG00000250507	1
LILRA4	6
LAIR1	13
ENSG00000288742	0
ENSG00000237955	0
TTYH1	9
ENSG00000227407	0
ENSG00000268496	1
ENSG00000269873	0
ENSG00000267838	1
LENG8-AS1	0
ENSG00000235681	0
LENG8	19
LENG9	2
CDC42EP5	2
LAIR2	1
ENSG00000213016	1
KIR3DX1	5
ENSG00000235181	0
LILRA2	7
ENSG00000269271	0
LILRA1	12
ENSG00000238094	0
LILRB1	10
LILRB1-AS1	0
LILRB4	3
MIR8061	0
VN1R105P	0
ENSG00000237323	0
ENSG00000225370	1
LILRP1	1
ENSG00000228790	1
LILRP2	1
KIR3DL3	0
ENSG00000215765	0
KIR2DL3	2
KIR2DP1	0
KIR2DL1	0
KIR3DP1	0
KIR2DL4	2
KIR3DL1	6
KIR2DS4	4
KIR3DL2	2
RNU6-222P	1
FCAR	5
ENSG00000268734	0
NCR1	2
NLRP7	4
ENSG00000275012	0
NLRP2	8
ENSG00000243494	0
GP6-AS1	4
GP6	23
ENSG00000267149	0
RDH13	4
EPS8L1	10
PPP1R12C	18
ENSG00000287170	6
ENSG00000267507	2
MIR7975	0
TNNT1	6
TNNI3	2
ENSG00000267110	0
DNAAF3	5
DNAAF3-AS1	0
ENSG00000239137	0
SYT5	3
PTPRH	7
ENSG00000286230	4
ENSG00000267649	1
TMEM86B	1
ENSG00000276570	0
PPP6R1	188
MIR6804	0
MIR6802	0
MIR6803	0
HSPBP1	5
BRSK1	8
ENSG00000268729	0
TMEM150B	1
ENSG00000276831	0
KMT5C	4
COX6B2	0
ENSG00000267706	0
FAM71E2	1
IL11	3
TMEM190	0
ENSG00000269275	0
TMEM238	3
RPL28	255
MIR6805	0
UBE2S	7
SHISA7	8
ISOC2	8
C19orf85	2
ENSG00000279063	2
ZNF628-DT	0
ZNF628	10
NAT14	1
SSC5D	12
SBK2	2
SBK3	1
ZNF579	2
FIZ1	7
ZNF524	3
ZNF865	4
ENSG00000276488	1
ZNF784	3
ZNF580	6
ZNF581	5
CCDC106	4
U2AF2	21
ENSG00000267523	0
ENSG00000267096	0
EPN1	33
ENSG00000267117	0
ENSG00000267689	0
ENSG00000268593	0
NLRP9	7
RN7SKP109	0
RFPL4A	1
RFPL4AL1	0
RFPL4AP1	0
NLRP11	6
NLRP4	3
NLRP13	9
NLRP8	6
NLRP5	4
LINC01864	1
ZNF787	21
ENSG00000279959	0
ZNF444	9
ENSG00000279794	1
GALP	2
ZSCAN5B	0
ZSCAN5C	0
ENSG00000242411	0
ZSCAN5A	7
ZSCAN5DP	3
EDDM13	8
ENSG00000267298	1
ZSCAN5A-AS1	3
VN2R17P	0
ENSG00000266907	3
ENSG00000267145	1
ENSG00000266932	1
ENSG00000267429	0
ENSG00000267606	0
ZNF542P	24
ZNF582	2
ENSG00000285996	0
SLC25A36P1	0
ENSG00000267192	0
ZNF582-DT	3
ZNF583	6
ZNF667	3
ZNF667-AS1	10
ENSG00000279405	0
ENSG00000276578	0
ZNF471	4
ENSG00000267224	0
ZFP28-DT	0
ZFP28	4
ZNF470-DT	0
ZNF470	7
SIGLEC31P	0
ZNF71	6
ZIM2-AS1	0
SMIM17	0
ZNF835	1
ENSG00000286125	10
OR5AH1P	0
ZIM2	2
ENSG00000268407	0
PEG3	3
MIMT1	1
ENSG00000274777	0
ENSG00000269786	0
RPL7AP69	2
ENSG00000274219	0
USP29	4
ZIM3	3
ENSG00000270293	2
ENSG00000270790	0
DUXA	2
ENSG00000268379	4
ZNF264	11
AURKC	6
ZNF805	10
ENSG00000268713	0
ZNF460-AS1	2
ZNF460	5
ENSG00000279541	0
ENSG00000288899	3
ENSG00000268205	4
ENSG00000268723	0
ZNF543	1
ENSG00000268678	1
ZNF304	5
ZNF547	1
TRAPPC2B	3
ENSG00000268133	0
ZNF548	5
ENSG00000269533	0
ENSG00000268533	0
ZNF17	3
ZNF749	1
ENSG00000268163	0
ENSG00000276449	0
VN1R1	0
VN1R107P	0
ZNF772	4
ENSG00000268266	0
ZNF419	6
ENSG00000268107	0
ZNF773	4
ZNF549	7
ZNF550	8
ZNF416	8
ZIK1	7
ZNF530	0
ZNF134	11
ENSG00000268392	0
ZNF211	6
TPRG1LP1	2
ZSCAN4	3
ZNF551	3
ENSG00000269026	0
ZNF154	3
ZNF671	4
ZNF776	11
ZNF586	6
ZNF552	3
ENSG00000268750	0
ZNF587B	3
FKBP1AP1	0
ZNF814	6
ZNF587	2
ENSG00000269867	15
ENSG00000270804	0
ENSG00000269476	0
ZNF417	6
ZNF418	5
ZNF256	1
ENSG00000243234	0
C19orf18	0
ZNF606	5
ENSG00000176593	5
VN2R19P	1
ENSG00000286949	1
ZSCAN1	3
LETM1P2	0
HNRNPDLP4	0
ENSG00000288830	0
ZNF135	11
RN7SL526P	0
ZSCAN18	3
ZNF329	4
ENSG00000268293	0
ENSG00000286632	1
ENSG00000269236	0
ZNF274	2
RPS15AP36	0
ENSG00000268866	1
ZNF544	5
ENSG00000283515	1
ZNF8-DT	2
ENSG00000268201	1
ZNF8	3
ZNF8-ERVK3-1	0
ERVK3-1	1
ENSG00000283103	3
ENSG00000269794	1
ZSCAN22	2
MIR6806	0
A1BG	2
ENSG00000268230	9
A1BG-AS1	0
ENSG00000279611	0
ZNF497	1
ENSG00000268049	0
ZNF497-AS1	2
RNA5SP473	12
ZNF837	1
RPS5	65
MIR4754	0
RNF225	2
LINC02560	2
ZNF584	5
ENSG00000232098	5
ENSG00000268543	0
ENSG00000268912	1
ZNF132	1
ZNF132-DT	6
ZNF324B	5
ZNF324	4
ZNF446	4
ENSG00000269106	0
SLC27A5	4
RNU6-1337P	0
RN7SL693P	0
ENSG00000273901	0
ZBTB45	4
RN7SL525P	0
TRIM28	15
MIR6807	1
CHMP2A	44
UBE2M	41
MZF1-AS1	2
MZF1	7
CENPBD2P	2
ENSG00000286104	0
ENSG00000269032	0
ENSG00000269600	1
DEFB125	0
DEFB126	0
DEFB127	1
DEFB128	0
DEFB129	0
DEFB132	0
ENSG00000272874	0
C20orf96	4
ZCCHC3	8
ENSG00000286158	1
NRSN2-AS1	12
SOX12	4
NRSN2	2
TRIB3	3
RBCK1	24
TBC1D20	25
CSNK2A1	61
TCF15	3
SRXN1	2
ENSG00000270299	0
SCRT2	4
SLC52A3	5
FAM110A	15
RPS10P5	0
ANGPT4	4
RSPO4	6
ENSG00000286787	11
PSMF1	142
ACTG1P3	0
TMEM74B	6
ENSG00000274269	0
C20orf202	0
RAD21L1	8
SNPH	6
SDCBP2	2
ENSG00000274322	4
ENSG00000280162	2
SDCBP2-AS1	5
ENSG00000229728	0
FKBP1A	61
MIR6869	0
NSFL1C	18
SIRPB2	9
ENSG00000242324	2
RNU6-917P	0
SIRPD	0
ENSG00000260861	0
SIRPB1	9
ENSG00000271523	0
SIRPG	3
SIRPG-AS1	3
SIRPB3P	4
RN7SL561P	0
ENSG00000236550	0
ENSG00000234282	0
ENSG00000286288	7
CKAP2LP1	1
ENSG00000232528	0
ENSG00000276649	2
SIRPA	9
PDYN-AS1	5
PDYN	1
RPL7P2	2
STK35	13
ENSG00000286108	1
ENSG00000287213	0
ENSG00000287561	0
ENSG00000226644	1
ENSG00000286022	1
TGM3	0
TGM6	1
SNRPB	7
ENSG00000256566	0
ZNF343	2
TMC2	13
NOP56	13
MIR1292	0
SNORD110	0
SNORA51	0
SNORD86	0
SNORD56	0
SNORD57	0
IDH3B	13
IDH3B-DT	0
EBF4	4
RPL19P1	1
CPXM1	2
ENSG00000241690	0
C20orf141	0
TMEM239	1
PCED1A	1
VPS16	10
PTPRA	184
GNRH2	0
MRPS26	4
OXT	0
AVP	1
RN7SL555P	0
UBOX5-AS1	3
UBOX5	5
FASTKD5	13
LZTS3	4
ENSG00000289183	2
DDRGK1	7
ENSG00000289494	1
ITPA	2
SLC4A11	3
ENSG00000277287	2
DNAAF9	19
RNU6-1019P	0
UBE2V1P1	0
ENSG00000288577	3
ENSG00000225116	0
ATRN	16
SF3A3P1	1
GFRA4	3
ADAM33	7
SIGLEC1	8
HSPA12B	10
C20orf27	5
SPEF1	3
CENPB	44
CDC25B	16
LINC01730	0
ENSG00000274949	0
AP5S1	2
MAVS	36
PANK2-AS1	0
PANK2	21
MIR103A2	1
MIR103B2	0
ENSG00000275582	0
RNF24	47
FTLP3	16
RPL21P2	1
ENSG00000205300	4
SMOX	72
LINC01433	0
ADRA1D	4
ENSG00000236387	1
ENSG00000238282	0
ENSG00000228210	0
RPS4XP2	0
PRNP	10
PRND	1
PRNT	2
IDI1P3	2
ENSG00000278595	0
RASSF2	53
SLC23A2	6
ENSG00000252096	1
ENSG00000234573	1
ENSG00000277087	0
ENSG00000276768	0
ENSG00000278816	0
ENSG00000277425	0
TMEM230	31
RNA5SP474	1
PCNA	10
ENSG00000212517	0
CDS2	28
UBE2D3P1	0
PROKR2	3
ENSG00000266908	3
RNA5-8SP7	0
ENSG00000276688	0
LINC00658	9
ENSG00000230563	1
LINC00654	6
LINC01729	1
RPS18P1	0
ENSG00000235820	0
GPCPD1	68
EIF4EP1	0
SHLD1	15
RNU1-55P	13
CHGB	7
KANK1P1	2
TRMT6	9
MCM8	5
ENSG00000286235	0
ENSG00000231961	1
MCM8-AS1	4
ENSG00000275632	0
RN7SL498P	0
CRLS1	1
LRRN4	5
ENSG00000278192	3
FERMT1	7
TARDBPP1	1
ENSG00000234241	1
ENSG00000271565	0
ENSG00000276915	0
CASC20	1
LINC01713	0
BMP2	7
ENSG00000232271	0
LINC01428	0
ENSG00000238102	1
LINC01751	1
LINC01706	1
MIR8062	0
RN7SL547P	0
ENSG00000215586	0
ENSG00000277315	0
HAO1	4
TMX4	20
TMX4-AS1	6
PLCB1	23
PHKBP1	0
PLCB1-IT1	1
RNU105B	0
ENSG00000228438	0
ENSG00000276385	0
PLCB4	31
LAMP5-AS1	2
LAMP5	6
PAK5	4
ENSG00000286740	0
ENSG00000232738	0
ENSG00000286470	2
PARAL1	0
ANKEF1	8
SNAP25-AS1	7
SNAP25	7
ENSG00000230506	0
ENSG00000232448	2
ENSG00000289505	2
ENSG00000286936	0
HIGD1AP15	0
RPL23AP6	1
SDAD1P2	2
MKKS	18
SLX4IP	7
ENSG00000235036	1
JAG1	8
MIR6870	1
ENSG00000270792	3
LINC01752	0
ENSG00000234900	0
ENSG00000232900	5
FAT1P1	0
LINC02871	0
ENSG00000270777	0
ENSG00000230990	3
RPS11P1	0
ENSG00000282478	0
ENSG00000287754	2
ENSG00000271397	0
PGAM3P	0
ENSG00000261411	1
LINC00687	3
RN7SKP111	0
ENSG00000271298	0
BTBD3	9
BTBD3-AS1	0
ENSG00000235292	1
ENSG00000230437	0
PA2G4P2	1
LINC01722	2
ENSG00000269931	1
ENSG00000286087	2
LINC01723	5
SPTLC3	5
ENSG00000271426	0
ISM1	2
ISM1-AS1	1
ENSG00000225956	0
ENSG00000278153	0
TASP1	11
GAPDHP2	1
ESF1	51
NDUFAF5	5
SEL1L2	5
RNU6-278P	0
MACROD2	17
RPS3P1	0
AIMP1P1	0
RN7SL864P	0
FLRT3	4
RNU6-228P	0
ENSG00000287062	1
RNF11P2	0
MACROD2-IT1	2
RPS10P2	0
ENSG00000289572	0
MACROD2-AS1	1
ENSG00000237832	0
RNU6-1159P	0
RNU6-115P	0
RNA5SP475	0
ENSG00000225181	0
ENSAP1	0
ENSG00000286546	1
ENSG00000287410	3
PPIAP17	0
KIF16B	17
ENSG00000273998	2
ENSG00000275728	0
RPLP0P1	0
ENSG00000235208	0
ENSG00000228809	1
SNRPB2	24
OTOR	5
ENSG00000236985	0
RNU6-27P	1
ENSG00000220540	1
RNU1-131P	0
ENSG00000286571	2
ENSG00000287241	4
PCSK2	6
DYNLT3P1	0
BFSP1	3
RPS27AP2	2
ENSG00000277373	0
DSTN	106
RN7SKP69	0
ENSG00000230495	1
RRBP1	9
BANF2	4
ENSG00000233625	0
RNU6-192P	0
SNX5	39
OVOL2	4
SNORD17	2
MGME1	3
PTMAP3	2
ENSG00000229262	2
RPL15P1	0
RNU7-137P	0
KAT14	6
PET117	0
GGCTP2	0
RN7SL14P	0
RNU2-56P	1
ENSG00000287954	0
ZNF133	6
ENSG00000230010	5
RN7SKP74	0
ZNF133-AS1	0
LINC00851	3
DZANK1	8
GCNT1P1	2
RNA5SP476	0
POLR3F	5
MIR3192	0
RPL21P3	3
RBBP9	3
RPS19P1	1
SEC23B	15
SMIM26	6
ENSG00000284776	0
DTD1	11
RN7SL638P	0
RNU6ATAC34P	0
DUXAP7	0
DTD1-AS1	2
EEF1A1P34	2
LINC00652	9
LINC00653	3
SCP2D1-AS1	2
SCP2D1	0
ENSG00000274863	1
ENSG00000287430	2
SLC24A3	41
ENSG00000235996	0
SLC24A3-AS1	2
ENSG00000232675	2
ENSG00000268628	2
RIN2	12
RPL12P12	0
NAA20	10
CRNKL1	27
CFAP61	10
ENSG00000241054	1
ENSG00000225417	1
RPL17P1	0
CFAP61-AS1	0
RN7SL690P	1
ENSG00000280229	4
INSM1	1
RALGAPA2	21
EIF4E2P1	0
LLPHP1	1
RN7SL607P	1
MRPS11P1	1
ENSG00000234104	2
LINC00237	4
ENSG00000283405	1
RPL24P2	1
KIZ	13
RNA5SP477	0
ENSG00000228604	2
KIZ-AS1	3
RPS15AP1	2
ZNF877P	2
ENSG00000275457	0
XRN2	48
NKX2-4	3
ENSG00000225280	1
RN7SKP140	1
ENSG00000226405	1
ENSG00000278041	4
GSTM3P1	0
NKX2-2	1
NKX2-2-AS1	0
ENSG00000289590	0
ENSG00000289431	1
ENSG00000233492	1
LINC01727	10
LINC01726	0
ENSG00000278410	0
PAX1	7
SLC25A6P1	0
RPL41P1	2
ENSG00000238034	1
LINC01432	3
ENSG00000234862	0
LINC01427	6
ENSG00000225170	1
ENSG00000270838	0
ENSG00000204684	4
ENSG00000288974	1
LINC00261	1
FOXA2	10
LNCNEF	1
LINC01747	2
ENSG00000283072	3
KRT18P3	0
CYB5AP4	0
ENSG00000228935	4
ENSG00000230492	6
ENSG00000234646	0
SSTR4	4
THBD	7
ENSG00000279447	0
CD93	10
LINC00656	2
ENSG00000279164	2
RNA5SP478	3
ENSG00000230387	13
ENSG00000277901	1
NXT1-AS1	0
NXT1	2
LINC01431	1
GZF1	4
NAPB	9
RNA5SP479	0
CSTL1	3
CST11	0
ENSG00000273838	1
CST12P	1
ENSG00000260202	6
ENSG00000276638	1
CST8	0
CST13P	0
CST9LP1	0
CST9L	0
CST9LP2	0
CST9	0
CST3	81
ENSG00000270001	0
ENSG00000225056	2
ENSG00000286117	5
CST4	0
CST2P1	1
ENSG00000286270	3
CST1	0
CSTP2	1
ENSG00000230908	2
CST2	1
CST5	0
CSTP1	0
ENSG00000236168	1
GGTLC1	2
POM121L3P	0
LINC01721	6
ENSG00000236151	0
RNU1-23P	0
ENSG00000232200	2
GAPDHP53	1
SYNDIG1	4
ENSG00000228539	0
ENSG00000231015	1
ENSG00000274173	1
CST7	6
APMAP	9
RNU6-1257P	0
ENSG00000286444	1
ACSS1	7
ENSG00000275358	2
VSX1	5
ENSG00000225069	0
ENSG00000230725	2
ENSG00000225344	2
ENSG00000286472	1
ENTPD6	6
ENSG00000279322	0
ENSG00000277938	2
ENSG00000274414	2
PYGB	43
ENSG00000274507	0
ENSG00000276952	1
ABHD12	7
PPIAP2	0
GINS1	14
NINL	8
RNU6ATAC17P	0
NANP	4
ZNF337-AS1	3
RN7SL594P	0
MED28P7	0
ZNF337	1
ENSG00000278383	3
ENSG00000226465	2
VN1R108P	0
FAM182B	3
BSNDP1	0
ENSG00000250090	0
BSNDP2	0
CFTRP1	0
LINC01733	3
FAM182A	7
ENSG00000231081	0
ENSG00000287569	3
ENSG00000204556	0
BSNDP3	0
NCOR1P1	1
ENSG00000230440	3
ENSG00000287211	0
MIR663AHG	3
ENSG00000238129	0
MIR663A	0
FRG1CP	11
FRG1DP	0
DUX4L32	1
PCMTD1P7	0
DUX4L33	1
DUX4L34	3
FRG2EP	0
RARRES2P11	1
AGGF1P10	2
DUX4L35	0
FRG1EP	5
FAM242B	2
CFTRP2	0
CDC27P3	0
RNA5SP532	2
DUX4L37	2
CFTRP3	0
LINC01597	6
ENSG00000286483	0
ENSG00000287288	2
FAM242A	1
FRG1BP	10
MLLT10P1	2
ZNF285DP	2
ANKRD20A21P	5
RNA5SP528	11
DEFB115	2
DKKL1P1	0
ENSG00000224628	1
DEFB116	1
RPL31P3	0
HAUS6P2	1
RNA5SP480	0
DEFB117	2
DEFB118	1
ENSG00000212134	0
DEFB119	0
DEFB121	6
DEFB122	0
DEFB123	0
DEFB124	1
REM1	5
LINC00028	1
HM13	8
ENSG00000274364	0
MCTS2P	0
HM13-IT1	0
HM13-AS1	0
ENSG00000278276	0
RNU6-384P	0
ID1	0
MIR3193	0
COX4I2	1
BCL2L1	511
BCL2L1-AS1	0
ABALON	2
ENSG00000289492	1
TPX2	17
ENSG00000230801	0
MYLK2	2
FOXS1	2
DUSP15	11
TTLL9	14
RNU1-94P	0
PDRG1	2
XKR7	10
ENSG00000278012	0
ENSG00000226239	5
RNA5SP481	6
CCM2L	3
RNA5SP482	1
HCK	33
TM9SF4	9
ENSG00000275576	1
RSL24D1P6	0
TSPY26P	3
PLAGL2	14
POFUT1	12
MIR1825	0
ENSG00000287850	0
KIF3B	24
ENSG00000277692	0
ASXL1	37
NOL4L	17
ENSG00000236772	1
ENSG00000286311	0
ENSG00000277301	1
ENSG00000233293	0
NOL4L-DT	3
ENSG00000228156	0
C20orf203	0
ENSG00000285382	1
BAK1P1	0
COMMD7	3
DNMT3B	11
MAPRE1	50
ENSG00000260536	0
ENSG00000260257	1
EFCAB8	7
SUN5	3
BPIFB2	0
BPIFB6	3
PUDPP3	1
BPIFB3	3
BPIFB4	6
BPIFA2	2
SOCS2P1	1
BPIFA4P	2
ENSG00000224876	0
BPIFA3	5
BPIFA1	2
RPL12P3	0
BPIFB1	6
BPIFB5P	1
BPIFB9P	4
CDK5RAP1	7
ENSG00000288878	0
SNTA1	0
CBFA2T2	25
ENSG00000275223	0
NECAB3	2
C20orf144	0
ACTL10	0
ENSG00000271803	0
E2F1	11
PXMP4	0
ENSG00000229188	0
ZNF341	4
RPL31P2	0
ZNF341-AS1	1
CHMP4B	128
TPM3P2	1
PIGPP3	0
RALY-AS1	9
RALY	71
ENSG00000228386	1
MIR4755	2
EIF2S2	57
RPS2P1	1
ENSG00000287853	3
ASIP	4
XPOTP1	0
ENSG00000250917	3
ENSG00000236456	5
AHCY	13
ENSG00000272945	0
ENSG00000234087	0
ITCH	77
CDC42P1	0
ITCH-AS1	0
ITCH-IT1	0
MIR644A	0
FDX1P1	0
ENSG00000277558	1
DYNLRB1	36
MAP1LC3A	4
PIGU	8
ENSG00000231034	1
NCOA6	39
TP53INP2	24
ENSG00000286803	0
HMGB3P1	1
GGT7	3
ACSS2	10
GSS	10
MYH7B	13
MIR499A	0
MIR499B	0
TRPC4AP	10
RNU6-407P	0
EDEM2	4
ENSG00000201151	1
PROCR	4
ENSG00000278367	1
RNA5SP483	2
MMP24OS	26
MT1P3	0
MMP24	4
ENSG00000279253	5
ENSG00000261582	0
EIF6	6
FAM83C-AS1	0
FAM83C	0
UQCC1	26
GDF5-AS1	1
GDF5	0
MIR1289-1	0
CEP250	60
CEP250-AS1	0
ENSG00000242507	0
C20orf173	0
ERGIC3	11
RPL36P4	0
FER1L4	14
RPL37P1	1
SPAG4	2
CPNE1	7
ENSG00000272897	0
RN7SKP271	3
RNU6-759P	0
RBM12	26
NFS1	5
ROMO1	2
RBM39	149
RPF2P1	2
PHF20	43
COX7BP2	1
HIGD1AP16	0
RNU4-40P	1
RNU6-937P	0
SCAND1	5
CNBD2	5
NORAD	425
ENSG00000234139	4
ENSG00000277235	0
HMGB3P2	3
ENSG00000237063	0
EPB41L1	12
EPB41L1-AS1	5
ENSG00000278035	0
AAR2	8
DLGAP4	14
DLGAP4-AS1	4
MYL9	750
TGIF2	8
TGIF2-RAB5IF	0
RAB5IF	7
SLA2	37
HNRNPA3P2	1
NDRG3	25
ENSG00000289373	1
DSN1	10
SOGA1	23
RN7SL156P	0
TLDC2	1
SAMHD1	228
RBL1	59
RPS3AP3	0
RPS27AP3	0
ENSG00000269846	0
MROH8	3
ENSG00000236159	0
RPN2	12
GHRH	0
MANBAL	2
ENSG00000286240	0
SRC	34
RPL7AP14	0
BLCAP	19
NNAT	1
ENSG00000276603	0
PPIAP3	0
LINC01746	1
GLRXP1	0
LINC00489	4
ENSG00000204117	2
CTNNBL1	31
VSTM2L	23
RN7SKP185	0
TTI1	7
RPRD1B	21
RN7SL237P	1
ENSG00000277550	0
TGM2	33
KIAA1755	10
ENSG00000277829	0
ENSG00000285144	0
ENSG00000285347	1
ENSG00000285100	4
ENSG00000206249	2
BPI	16
LBP	4
ENSG00000275285	2
ENSG00000224635	3
ENSG00000275401	0
SNHG17	12
SNORA71B	1
SNORA71A	0
SNORA71C	0
SNORA71D	0
SNHG11	3
SNORA71E	0
SNORA60	0
RALGAPB	33
MIR548O2	0
RPS3P2	1
ADIG	0
ENSG00000289012	0
ARHGAP40	2
ENSG00000213959	0
SLC32A1	2
ACTR5	2
RN7SKP173	1
PPP1R16B	15
RN7SL116P	0
FAM83D	7
ENSG00000274825	0
DHX35-DT	0
DHX35	5
ENSG00000277581	1
NPM1P19	0
LINC01734	0
ENSG00000287983	2
ATG3P1	0
RN7SL680P	1
ENSG00000286083	1
ENSG00000229976	2
HSPE1P1	0
LINC01370	9
ENSG00000233415	0
ENSG00000223410	1
MAFB	12
ENSG00000229771	1
ENSG00000286972	4
RNA5SP484	1
RNU2-52P	0
TOP1	309
PLCG1-AS1	22
PLCG1	26
MIR6871	0
ZHX3	14
ENSG00000272407	0
RPL23AP81	1
RN7SL615P	0
ADI1P1	0
LPIN3	4
EMILIN3	6
ENSG00000229398	1
CHD6	83
ENSG00000235088	1
ENSG00000273951	1
RPL12P11	2
ENSG00000288843	3
RNU6-1018P	0
ENSG00000212224	0
ENSG00000225458	0
ENSG00000223651	5
ENSG00000228959	0
PTPRT	12
ENSG00000229892	0
ENSG00000229042	1
PTPRT-AS1	1
RN7SKP100	1
PTPRT-DT	4
RN7SL666P	1
PPIAP21	0
ENSG00000252193	0
ENSG00000237555	0
RNU6-743P	2
EIF4EBP2P1	2
SRSF6	74
ENSG00000288000	0
RNU6-1251P	0
L3MBTL1	8
ENSG00000234271	0
ENSG00000277611	0
ENSG00000226143	0
SGK2	5
ENSG00000282876	2
IFT52	12
RPL27AP	1
MYBL2	15
GTSF1L	0
RNU6-639P	0
LINC01728	0
TOX2	3
RN7SL443P	1
JPH2	7
ENSG00000287570	0
OSER1	18
OSER1-DT	8
GDAP1L1	1
FITM2	3
R3HDML	2
R3HDML-AS1	0
HNF4A	9
HNF4A-AS1	1
ENSG00000233376	0
MIR3646	0
LINC01620	3
RPL37AP1	1
TTPAL	10
SERINC3	116
PKIG	16
ADA	12
LINC01260	0
ENSG00000132832	0
KCNK15-AS1	1
CCN5	3
KCNK15	1
ENSG00000276223	0
RIMS4	10
PGBD4P2	1
ENSG00000286100	0
YWHAB	91
PABPC1L	5
TOMM34	4
STK4-DT	0
STK4	195
KCNS1	8
WFDC5	3
WFDC12	1
ENSG00000283142	1
PI3	1
ENSG00000289172	0
SEMG1	4
SEMG2	2
ENSG00000233352	0
ENSG00000243995	0
SLPI	1
MATN4	2
RBPJL	7
SDC4	11
ENSG00000275894	2
SYS1	2
SYS1-DBNDD2	0
TP53TG5	2
NDUFB4P10	0
DBNDD2	1
PIGT	13
MIR6812	0
ENSG00000277022	0
WFDC2	3
ENSG00000237464	0
RPL5P2	0
SPINT3	0
WFDC6	0
EPPIN-WFDC6	0
ENSG00000232135	0
HSPD1P21	0
EPPIN	4
WFDC8	1
RNA5SP485	1
CCNB1IP1P2	0
WFDC9	0
WFDC10A	0
RPS2P7	1
WFDC11	1
WFDC10B	1
WFDC13	0
MIR3617	0
SPINT4	0
HNRNPA1P3	1
WFDC3	1
SPINT5P	0
RNU6ATAC38P	3
DNTTIP1	5
UBE2C	12
TNNC2	15
SNX21	2
ACOT8	3
ZSWIM3	2
ZSWIM1	6
SPATA25	2
NEURL2	2
CTSA	187
ENSG00000271984	0
PLTP	4
ENSG00000285796	3
PCIF1	14
ZNF335	4
FTLP1	1
MMP9	7
SLC12A5-AS1	4
SLC12A5	16
NCOA5	18
RPL13P2	0
CD40	4
ENSG00000229957	3
CDH22	6
SLC35C2	5
ENSG00000273828	2
ELMO2	16
ZNF663P	1
ENSG00000283757	1
MKRN7P	5
ZNF840P	0
ZNF334	5
OCSTAMP	1
SLC13A3	2
ENSG00000273893	1
TP53RK	9
TP53RK-DT	0
SLC2A10	2
RN7SKP33	1
ENSG00000235922	2
EYA2	7
ENSG00000236028	1
GAPDHP54	1
ENSG00000239783	0
ENSG00000215450	0
MIR3616	0
ZMYND8	101
ENSG00000267882	0
ENSG00000273451	1
ENSG00000231119	0
ENSG00000289329	0
LINC01754	2
RPL35AP	0
RNU6-497P	0
RNU6-563P	0
NCOA3	65
ENSG00000229853	0
SULF2	8
ENSG00000255438	0
RNU7-173P	0
SRMP1	2
RNA5SP486	8
RNU7-92P	0
ENSG00000234967	2
ENSG00000228503	1
ENSG00000287443	0
LINC01522	1
LINC01523	0
ENSG00000286179	3
ENSG00000287335	3
ENSG00000276923	1
ENSG00000287107	0
ENSG00000289072	3
ENSG00000288083	2
ENSG00000286063	2
LINC00494	4
ENSG00000236874	0
ENSG00000274261	0
ENSG00000281365	1
ENSG00000281460	5
RNU7-144P	2
PREX1	39
ENSG00000286159	2
ENSG00000278231	1
ARFGEF2	42
SNAP23P1	0
CSE1L-DT	1
CSE1L	33
STAU1	94
ARPC3P1	1
DDX27	22
ZNFX1	76
ZFAS1	17
ENSG00000277830	0
SNORD12C	0
ENSG00000274760	0
SNORD12B	0
ENSG00000277967	0
SNORD12	0
KCNB1	10
ENSG00000283529	5
PTGIS	10
B4GALT5	9
RN7SL197P	1
SNRPFP1	1
RNU6-919P	0
SLC9A8	6
ENSG00000237788	3
SPATA2	8
RNF114	14
KRT18P4	0
RNU6-147P	0
SNAI1	0
TRERNA1	0
UBE2V1	6
PEDS1-UBE2V1	0
PEDS1	13
LINC01275	0
ENSG00000234698	1
LINC01273	1
CEBPB-AS1	1
CEBPB	25
PELATON	11
LINC01270	7
LINC01271	4
RN7SL636P	0
COX6CP2	0
PTPN1	33
RN7SL672P	0
ENSG00000232043	2
MIR645	0
RIPOR3	14
MIR1302-5	0
RPL36P2	0
RIPOR3-AS1	1
PARD6B	2
BCAS4	4
TMSB4XP6	0
ADNP	32
PSMD10P1	1
ADNP-AS1	1
DPM1	16
MOCS3	3
ENSG00000232358	1
KCNG1	5
ENSG00000279835	0
RPSAP1	1
NFATC2	36
MIR3194	0
ATP9A	33
ENSG00000215444	1
SALL4	4
LINC01429	1
RNU6-347P	0
RNU7-6P	1
ZFP64	7
ENSG00000287511	0
ERP29P1	1
LINC01524	11
ENSG00000225785	0
ENSG00000275958	0
ENSG00000232465	0
MRPS33P4	0
ENSG00000232294	8
ENSG00000286250	4
ENSG00000232286	0
RPL36P1	0
TSHZ2	16
RN7SKP184	0
ENSG00000286865	3
ENSG00000223492	0
ENSG00000227705	0
ENSG00000271774	0
ENSG00000231703	2
PPIAP10	0
ENSG00000259723	2
ENSG00000197670	2
ZNF217	23
ENSG00000235415	1
RNU7-14P	0
ENSG00000287886	2
ENSG00000225563	0
SUMO1P1	0
BCAS1	6
ENSG00000236352	0
MIR4756	0
CYP24A1	2
ENSG00000286587	0
PFDN4	19
